Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
691,K.J. Wright,LV,8,33,OLB,LB9,null,null,null,null,null,673
692,Fletcher Cox,PHI,14,32,DT,DL20,909,909,909,909,909,674
693,Vinny Curry,NYJ,6,34,DL,DL21,null,null,null,null,null,675
694,Mychal Kendricks,SF,6,32,OLB,LB10,null,null,null,null,null,676
695,Nate Ebner,NYG,10,34,SS,DB11,null,null,null,null,null,677
696,Dont'a Hightower,NE,14,33,LB,LB11,null,null,null,null,null,678
697,Chandler Jones,ARI,12,33,DE,DL22,1523,1523,1523,1523,1523,679
698,Tavon Wilson,SF,6,32,SS,DB12,null,null,null,null,null,680
699,Stephon Gilmore,NE,14,32,CB,DB13,1386,1386,1386,1386,1386,681
700,Lamar Miller,WAS,9,31,RB,RB149,null,null,null,null,null,682
701,Demario Davis,NO,6,34,LB,LB12,1774,1774,1774,1774,1774,683
702,Tashaun Gipson Sr.,CHI,10,32,S,DB14,2072,2072,2072,2072,2072,684
703,Randy Bullock,DET,9,33,K,K37,458,458,458,458,458,685
704,Whitney Mercilus,HOU,10,32,OLB,LB13,null,null,null,null,null,686
705,Julian Stanford,CAR,13,32,LB,LB14,null,null,null,null,null,687
706,Malik Jackson,CLE,13,33,DT,DL23,null,null,null,null,null,688
707,Derek Wolfe,BAL,8,33,DE,DL24,874,874,874,874,874,689
708,Melvin Ingram,PIT,7,33,LB,LB15,1237,1237,1237,1237,1237,690
709,Kyle Wilber,LV,8,33,OLB,LB16,null,null,null,null,null,691
710,Alfred Morris,NYG,10,34,RB,RB150,null,null,null,null,null,692
711,Mike Daniels,CIN,10,33,DT,DL25,null,null,null,null,null,693
712,Casey Hayward,LV,8,33,CB,DB15,1513,1513,1513,1513,1513,694
713,Josh Norman,SF,6,35,CB,DB16,null,null,null,null,null,695
714,Akiem Hicks,CHI,10,33,DL,DL26,1777,1777,1777,1777,1777,696
715,Lavonte David,TB,9,33,ILB,LB17,1173,1173,1173,1173,1173,697
716,Michael Brockers,DET,9,32,DL,DL27,1206,1206,1206,1206,1206,698
717,Janoris Jenkins,TEN,13,34,CB,DB17,null,null,null,null,null,699
718,Rodney McLeod Jr.,PHI,14,32,S,DB18,1354,1354,1354,1354,1354,700
719,Harrison Smith,MIN,7,34,S,DB19,953,953,953,953,953,701
720,Justin Bethel,NE,14,32,CB,DB20,981,981,981,981,981,702
721,Bobby Wagner,SEA,9,32,LB,LB18,1405,1405,1405,1405,1405,703
722,Lawrence Guy Sr.,NE,14,32,DL,DL28,1180,1180,1180,1180,1180,704
723,Anthony Levine Sr.,BAL,8,35,DB,DB21,null,null,null,null,null,705
724,Damion Square,CLE,13,34,DT,DL29,null,null,null,null,null,706
725,Matt Barkley,TEN,13,32,QB,QB81,657,657,657,657,657,707
726,Jordan Poyer,BUF,7,31,S,DB22,1070,1070,1070,1070,1070,708
727,Jamie Collins Sr.,DET,9,33,LB,LB19,null,null,null,null,null,709
728,Duron Harmon,ATL,6,32,S,DB23,1795,1795,1795,1795,1795,710
729,Logan Ryan,NYG,10,32,S,DB24,1191,1191,1191,1191,1191,711
730,Sheldon Richardson,MIN,7,32,DT,DL30,null,null,null,null,null,712
731,John Simon,TEN,13,32,DE,DL31,null,null,null,null,null,713
732,Brandon Williams,BAL,8,34,NT,DL32,null,null,null,null,null,714
733,Tyler Eifert,JAX,7,32,TE,TE129,null,null,null,null,null,715
734,Margus Hunt,ARI,12,35,DE,DL33,null,null,null,null,null,716
735,Shawn Williams,ARI,12,31,SS,DB25,null,null,null,null,null,717
736,Barkevious Mingo,ATL,6,32,OLB,LB20,null,null,null,null,null,718
737,Nick Williams,DET,9,33,DL,DL34,1931,1931,1931,1931,1931,719
738,Vince Williams,PIT,7,33,ILB,LB21,null,null,null,null,null,720
739,Blidi Wreh-Wilson,LV,8,33,CB,DB26,null,null,null,null,null,721
740,Chris Banjo,ARI,12,33,S,DB27,null,null,null,null,null,722
741,Lerentee McCray,JAX,7,32,DE,DL35,null,null,null,null,null,723
742,Latavius Murray,NO,6,33,RB,RB151,null,null,null,null,null,724
743,B.W. Webb,SF,6,33,CB,DB28,null,null,null,null,null,725
744,Johnathan Hankins,LV,8,30,DT,DL36,1021,1021,1021,1021,1021,726
745,Damontre Moore,IND,14,30,DE,DL37,null,null,null,null,null,727
746,Jon Bostic,WAS,9,31,LB,LB22,2044,2044,2044,2044,2044,728
747,Theo Riddick,LV,8,31,RB,RB152,null,null,null,null,null,729
748,Darius Slay,PHI,14,32,CB,DB29,1837,1837,1837,1837,1837,730
749,Micah Hyde,BUF,7,32,S,DB30,1236,1236,1236,1236,1236,731
750,Xavier Rhodes,IND,14,32,CB,DB31,null,null,null,null,null,732
751,Robert Alford,ARI,12,34,CB,DB32,null,null,null,null,null,733
752,Desmond Trufant,CHI,10,32,CB,DB33,null,null,null,null,null,734
753,A.J. Klein,BUF,7,31,ILB,LB23,null,null,null,null,null,735
754,Star Lotulelei,BUF,7,33,DT,DL38,null,null,null,null,null,736
755,Ryan Griffin,TB,9,33,QB,QB82,658,658,658,658,658,737
756,John Jenkins,MIA,14,33,DT,DL39,1031,1031,1031,1031,1031,738
757,Kenny Stills,BUF,7,30,WR,WR229,null,null,null,null,null,739
758,William Gholston,TB,9,31,DL,DL40,1499,1499,1499,1499,1499,740
759,Steven Means,ATL,6,32,OLB,LB24,1887,1887,1887,1887,1887,741
760,Akeem Spence,NE,14,31,DL,DL41,1968,1968,1968,1968,1968,742
761,Cody Davis,NE,14,33,SS,DB34,1492,1492,1492,1492,1492,743
762,Alec Ogletree,CHI,10,31,ILB,LB25,null,null,null,null,null,744
763,Tyrann Mathieu,KC,12,30,FS,DB35,1449,1449,1449,1449,1449,745
764,Kevin Minter,TB,9,32,ILB,LB26,null,null,null,null,null,746
765,Alex Okafor,KC,12,32,DE,DL42,null,null,null,null,null,747
766,Luke Willson,SEA,9,33,TE,TE130,null,null,null,null,null,748
767,Bradley McDougald,TEN,13,32,SS,DB36,null,null,null,null,null,749
768,Rashaan Melvin,CAR,13,33,CB,DB37,1356,1356,1356,1356,1356,750
769,Mike Purcell,DEN,11,31,DL,DL43,1253,1253,1253,1253,1253,751
770,Brandon Copeland,ATL,6,31,LB,LB27,null,null,null,null,null,752
771,Abry Jones,TEN,13,31,NT,DL44,null,null,null,null,null,753
772,LaRoy Reynolds,NE,14,32,OLB,LB28,null,null,null,null,null,754
773,Nickell Robey-Coleman,DET,9,31,CB,DB38,null,null,null,null,null,755
774,A.J. Bouye,CAR,13,31,CB,DB39,null,null,null,null,null,756
775,Jeff Heath,NO,6,31,SS,DB40,null,null,null,null,null,757
776,Benson Mayowa,SEA,9,31,DE,DL45,null,null,null,null,null,758
777,Brett Maher,NO,6,33,K,K38,460,460,460,460,460,759
778,Josh Hill,DET,9,32,TE,TE131,null,null,null,null,null,760
779,James Winchester,KC,12,33,LS,LS2,2039,2039,2039,2039,2039,761
780,Ross Cockrell,TB,9,31,CB,DB41,1333,1333,1333,1333,1333,762
781,Malcolm Butler,ARI,12,33,CB,DB42,1208,1208,1208,1208,1208,763
782,Kerry Hyder Jr.,SEA,9,31,DL,DL46,1130,1130,1130,1130,1130,764
783,Terrence Brooks,HOU,10,31,DB,DB43,1416,1416,1416,1416,1416,765
784,C.J. Mosley,NYJ,6,30,LB,LB29,1540,1540,1540,1540,1540,766
785,Brent Urban,DAL,7,31,DE,DL47,1376,1376,1376,1376,1376,767
786,Darqueze Dennard,ARI,12,31,CB,DB44,1776,1776,1776,1776,1776,768
787,Pierre Desir,SEA,9,32,CB,DB45,null,null,null,null,null,769
788,Christian Kirksey,HOU,10,30,OLB,LB30,1526,1526,1526,1526,1526,770
789,K'Waun Williams,SF,6,31,CB,DB46,1167,1167,1167,1167,1167,771
790,Josh Mauro,ARI,12,32,DE,DL48,null,null,null,null,null,772
791,DaQuan Jones,CAR,13,31,DT,DL49,1807,1807,1807,1807,1807,773
792,Jadeveon Clowney,CLE,13,30,DE,DL50,994,994,994,994,994,774
793,Zach Kerr,SF,6,32,DT,DL51,635,635,635,635,635,775
794,Donte Moncrief,HOU,10,29,WR,WR230,null,null,null,null,null,776
795,Cody Parkey,CLE,13,31,K,K39,null,null,null,null,null,777
796,Blake Bortles,GB,13,30,QB,QB83,640,640,640,640,640,778
797,Marqise Lee,SF,6,31,WR,WR231,null,null,null,null,null,779
798,Chris Smith,BAL,8,31,DL,DL52,null,null,null,null,null,780
799,Shaquil Barrett,TB,9,30,OLB,LB31,1374,1374,1374,1374,1374,781
800,Bennie Fowler,SF,6,31,WR,WR232,null,null,null,null,null,782
801,Bradley Roby,NO,6,30,CB,DB47,1329,1329,1329,1329,1329,783
802,Dee Ford,SF,6,31,DE,DL53,1783,1783,1783,1783,1783,784
803,Daniel Sorensen,KC,12,33,S,DB48,1839,1839,1839,1839,1839,785
804,Denico Autry,TEN,13,32,DL,DL54,1569,1569,1569,1569,1569,786
805,T.J. Carrie,IND,14,32,CB,DB49,null,null,null,null,null,787
806,Justin Ellis,BAL,8,32,DL,DL55,1005,1005,1005,1005,1005,788
807,Shelby Harris,DEN,11,31,DE,DL56,1388,1388,1388,1388,1388,789
808,Khalil Mack,CHI,10,32,OLB,LB32,1136,1136,1136,1136,1136,790
809,Jeremiah Attaochu,CHI,10,30,OLB,LB33,976,976,976,976,976,791
810,Jason Verrett,SF,6,31,CB,DB50,1098,1098,1098,1098,1098,792
811,Anthony Hitchens,KC,12,30,LB,LB34,null,null,null,null,null,793
812,DeMarcus Lawrence,DAL,7,30,DE,DL57,1811,1811,1811,1811,1811,794
813,Terrance Mitchell,HOU,10,30,CB,DB51,1451,1451,1451,1451,1451,795
814,Xavier Grimble,BAL,8,30,TE,TE132,null,null,null,null,null,796
815,Bennett Jackson,NYJ,6,31,CB,DB52,null,null,null,null,null,797
816,Devon Kennard,ARI,12,31,OLB,LB35,1809,1809,1809,1809,1809,798
817,Bashaud Breeland,MIN,7,31,CB,DB53,null,null,null,null,null,799
818,Brandon Dunn,HOU,10,30,DL,DL58,null,null,null,null,null,800
819,Kyle Fuller,DEN,11,31,CB,DB54,1124,1124,1124,1124,1124,801
820,Christian Jones,CHI,10,32,OLB,LB36,null,null,null,null,null,802
821,Nevin Lawson,LV,8,31,CB,DB55,null,null,null,null,null,803
822,Caraun Reid,CAR,13,31,DT,DL59,null,null,null,null,null,804
823,Kyle Van Noy,NE,14,31,OLB,LB37,1159,1159,1159,1159,1159,805
824,Ha Ha Clinton-Dix,SF,6,30,SS,DB56,null,null,null,null,null,806
825,Mike Pennel Jr.,CHI,10,31,DL,DL60,1882,1882,1882,1882,1882,807
826,Richard Rodgers,PHI,14,31,TE,TE133,741,741,741,741,741,808
827,Joe Thomas,HOU,10,31,LB,LB38,1092,1092,1092,1092,1092,809
828,Anthony Barr,MIN,7,30,LB,LB39,2055,2055,2055,2055,2055,810
829,Shamar Stephen,DEN,11,32,DT,DL61,null,null,null,null,null,811
830,Ricardo Allen,CIN,10,31,FS,DB57,null,null,null,null,null,812
831,Devonta Freeman,BAL,8,30,RB,RB153,null,null,null,null,null,813
832,Kelvin Benjamin,NYG,10,32,WR,WR233,null,null,null,null,null,814
833,Aaron Donald,LAR,11,31,DL,DL62,617,617,617,617,617,815
834,Garrett Gilbert,NE,14,31,QB,QB84,659,659,659,659,659,816
835,Lamarcus Joyner,NYJ,6,32,S,DB58,1183,1183,1183,1183,1183,817
836,John Brown,LV,8,32,WR,WR234,700,700,700,700,700,818
837,Deone Bucannon,TB,9,30,ILB,LB40,null,null,null,null,null,819
838,Dontae Johnson,SF,6,31,CB,DB59,1805,1805,1805,1805,1805,820
839,Jimmie Ward,SF,6,31,DB,DB60,null,null,null,null,null,821
840,Cassius Marsh,PIT,7,30,DE,DL63,null,null,null,null,null,822
841,Kevin Pierre-Louis,HOU,10,31,ILB,LB41,1146,1146,1146,1146,1146,823
842,Adrian Phillips,NE,14,30,DB,DB61,923,923,923,923,923,824
843,Dontrelle Inman,WAS,9,34,WR,WR235,null,null,null,null,null,825
844,Dante Fowler Jr.,ATL,6,28,DE,DL64,1784,1784,1784,1784,1784,826
845,Leonard Williams,NYG,10,28,DL,DL65,1195,1195,1195,1195,1195,827
846,Trae Waynes,CIN,10,30,CB,DB62,null,null,null,null,null,828
847,Danny Shelton,NYG,10,29,NT,DL66,2026,2026,2026,2026,2026,829
848,Kevin Johnson,TEN,13,30,CB,DB63,null,null,null,null,null,830
849,Arik Armstead,SF,6,29,DL,DL67,881,881,881,881,881,831
850,Marcus Peters,BAL,8,30,CB,DB64,1251,1251,1251,1251,1251,832
851,Bud Dupree,TEN,13,30,OLB,LB42,1190,1190,1190,1190,1190,833
852,Shaq Thompson,CAR,13,28,LB,LB43,1403,1403,1403,1403,1403,834
853,Byron Jones,MIA,14,30,CB,DB65,1289,1289,1289,1289,1289,835
854,Damarious Randall,SEA,9,30,CB,DB66,null,null,null,null,null,836
855,Malcom Brown,JAX,7,29,DT,DL68,1207,1207,1207,1207,1207,837
856,Landon Collins,WAS,9,29,SS,DB67,null,null,null,null,null,838
857,Mario Edwards,CHI,10,29,DE,DL69,1221,1221,1221,1221,1221,839
858,Devin Smith,NE,14,31,WR,WR236,null,null,null,null,null,840
859,Preston Smith,GB,13,30,LB,LB44,1314,1314,1314,1314,1314,841
860,Eddie Goldman,CHI,10,29,NT,DL70,1923,1923,1923,1923,1923,842
861,Devin Funchess,GB,13,28,TE,TE134,1866,1866,1866,1866,1866,843
862,Benardrick McKinney,MIA,14,30,ILB,LB45,null,null,null,null,null,844
863,Eric Kendricks,MIN,7,31,LB,LB46,889,889,889,889,889,845
864,Jaquiski Tartt,SF,6,31,S,DB68,1878,1878,1878,1878,1878,846
865,Eric Rowe,MIA,14,30,S,DB69,899,899,899,899,899,847
866,Denzel Perryman,LV,8,30,LB,LB47,1827,1827,1827,1827,1827,848
867,Ronald Darby,DEN,11,29,CB,DB70,1334,1334,1334,1334,1334,849
868,Markus Golden,ARI,12,32,OLB,LB48,1226,1226,1226,1226,1226,850
869,Randy Gregory,DAL,7,30,OLB,LB49,1343,1343,1343,1343,1343,851
870,Frank Clark,KC,12,29,DE,DL71,907,907,907,907,907,852
871,Jordan Richards,BAL,8,30,SS,DB71,null,null,null,null,null,853
872,P.J. Williams,NO,6,29,CB,DB72,1318,1318,1318,1318,1318,854
873,Jordan Hicks,ARI,12,30,LB,LB50,1025,1025,1025,1025,1025,855
874,Danielle Hunter,MIN,7,28,OLB,LB51,1799,1799,1799,1799,1799,856
875,Sean Mannion,MIN,7,30,QB,QB85,577,577,577,577,577,857
876,Carl Davis Jr.,NE,14,31,DL,DL72,1489,1489,1489,1489,1489,858
877,Henry Anderson,NE,14,31,DE,DL73,939,939,939,939,939,859
878,Steven Nelson,PHI,14,30,DB,DB73,1394,1394,1394,1394,1394,860
879,Angelo Blackson,CHI,10,30,DL,DL74,955,955,955,955,955,861
880,Trey Flowers,DET,9,29,LB,LB52,2092,2092,2092,2092,2092,862
881,Justin Hardy,CHI,10,31,WR,WR237,null,null,null,null,null,863
882,Gabe Wright,WAS,9,30,DT,DL75,null,null,null,null,null,864
883,Ibraheim Campbell,IND,14,30,SS,DB74,null,null,null,null,null,865
884,Za'Darius Smith,GB,13,30,OLB,LB53,1544,1544,1544,1544,1544,866
885,Kwon Alexander,NO,6,28,LB,LB54,1972,1972,1972,1972,1972,867
886,Damien Wilson,JAX,7,29,LB,LB55,870,870,870,870,870,868
887,Adrian Amos,GB,13,29,S,DB75,879,879,879,879,879,869
888,Bobby McCain,WAS,9,29,S,DB76,1297,1297,1297,1297,1297,870
889,Brett Hundley,IND,14,29,QB,QB86,1859,1859,1859,1859,1859,871
890,David Parry,ARI,12,31,DT,DL76,null,null,null,null,null,872
891,Tyeler Davison,ATL,6,30,DT,DL77,null,null,null,null,null,873
892,David Mayo,WAS,9,29,LB,LB56,1819,1819,1819,1819,1819,874
893,Tye Smith,MIN,7,29,CB,DB77,1460,1460,1460,1460,1460,875
894,Darius Philon,LV,8,29,DT,DL78,null,null,null,null,null,876
895,Quandre Diggs,SEA,9,30,FS,DB78,774,774,774,774,774,877
896,Christian Ringo,NO,6,31,DT,DL79,2090,2090,2090,2090,2090,878
897,Christian Covington,LAC,7,29,DL,DL80,1487,1487,1487,1487,1487,879
898,Edmond Robinson,NYJ,6,31,OLB,LB57,null,null,null,null,null,880
899,Darryl Roberts,WAS,9,32,CB,DB79,null,null,null,null,null,881
900,Trevor Siemian,NO,6,31,QB,QB87,537,537,537,537,537,882
901,Justin Coleman,MIA,14,29,CB,DB80,995,995,995,995,995,883
902,Grady Jarrett,ATL,6,29,DL,DL81,925,925,925,925,925,884
903,Tyrell Adams,BUF,7,30,LB,LB58,1409,1409,1409,1409,1409,885
904,T.Y. McGill,PHI,14,30,DT,DL82,1450,1450,1450,1450,1450,886
905,Alex Singleton,PHI,14,29,ILB,LB59,943,943,943,943,943,887
906,Deshazor Everett,WAS,9,31,FS,DB81,null,null,null,null,null,888
907,Quinton Dunbar,DET,9,30,CB,DB82,null,null,null,null,null,889
908,Nick Dzubnar,TEN,13,31,OLB,LB60,null,null,null,null,null,891
909,Xavier Williams,ARI,12,31,DT,DL83,null,null,null,null,null,892
910,Neville Hewitt,HOU,10,29,LB,LB61,1273,1273,1273,1273,1273,893
911,Dean Marlowe,DET,9,30,FS,DB83,1818,1818,1818,1818,1818,894
912,Todd Davis,NYG,10,30,ILB,LB62,null,null,null,null,null,895
913,Anthony Harris,PHI,14,31,S,DB84,1771,1771,1771,1771,1771,896
914,Brandon King,NE,14,29,LB,LB63,1292,1292,1292,1292,1292,897
915,James Vaughters,CHI,10,29,LB,LB64,2046,2046,2046,2046,2046,898
916,Efe Obada,BUF,7,30,DE,DL84,894,894,894,894,894,899
917,Troy Hill,CLE,13,31,CB,DB85,1439,1439,1439,1439,1439,900
918,DeShawn Williams,DEN,11,30,DL,DL85,869,869,869,869,869,901
919,Justin March-Lillard,TEN,13,29,ILB,LB65,null,null,null,null,null,902
920,Justin Hamilton,DAL,7,29,DT,DL86,1875,1875,1875,1875,1875,903
921,Bryce Callahan,DEN,11,31,CB,DB86,1174,1174,1174,1174,1174,904
922,C.J. Goodwin,DAL,7,33,CB,DB87,1509,1509,1509,1509,1509,905
923,Josh Watson,DEN,11,26,LB,LB66,2061,2061,2061,2061,2061,906
924,Curtis Riley,TB,9,30,FS,DB88,null,null,null,null,null,907
925,Rakeem Nunez-Roches,TB,9,29,DL,DL87,1358,1358,1358,1358,1358,908
926,DeVante Bausby,LV,8,30,CB,DB89,null,null,null,null,null,909
927,Brandon Stephens,BAL,8,25,DB,DB90,1346,1346,1346,1346,1346,910
928,Ross Travis,ARI,12,30,TE,TE135,null,null,null,null,null,911
929,Erik Harris,ATL,6,32,S,DB91,887,887,887,887,887,912
930,Joey Bosa,LAC,7,27,OLB,LB67,983,983,983,983,983,913
931,Jalen Ramsey,LAR,11,28,DB,DB92,601,601,601,601,601,914
932,Myles Jack,JAX,7,27,LB,LB68,1239,1239,1239,1239,1239,915
933,Jaylon Smith,DAL,7,27,LB,LB69,null,null,null,null,null,916
934,DeForest Buckner,IND,14,28,DT,DL88,1765,1765,1765,1765,1765,917
935,Leonard Floyd,LAR,11,30,LB,LB70,606,606,606,606,606,918
936,Reggie Ragland,NYG,10,29,LB,LB71,null,null,null,null,null,919
937,Josh Doctson,NYJ,6,30,WR,WR238,null,null,null,null,null,920
938,Robert Nkemdiche,SEA,9,28,NT,DL89,1937,1937,1937,1937,1937,921
939,Keanu Neal,DAL,7,27,S,DB93,1142,1142,1142,1142,1142,922
940,Shaq Lawson,NYJ,6,28,DE,DL90,1392,1392,1392,1392,1392,923
941,Vernon Butler,BUF,7,28,DT,DL91,1481,1481,1481,1481,1481,924
942,William Jackson,WAS,9,30,CB,DB94,1503,1503,1503,1503,1503,925
943,Kenny Clark,GB,13,27,DL,DL92,1116,1116,1116,1116,1116,926
944,Sheldon Rankins,NYJ,6,28,DL,DL93,1396,1396,1396,1396,1396,927
945,Eli Apple,CIN,10,27,CB,DB95,588,588,588,588,588,928
946,Darron Lee,LV,8,28,LB,LB72,null,null,null,null,null,929
947,Karl Joseph,LV,8,29,S,DB96,null,null,null,null,null,930
948,Artie Burns,CHI,10,27,CB,DB97,1003,1003,1003,1003,1003,931
949,Vernon Hargreaves III,HOU,10,27,CB,DB98,null,null,null,null,null,932
950,Noah Spence,NO,6,29,DE,DL94,615,615,615,615,615,933
951,Emmanuel Ogbah,MIA,14,29,DE,DL95,895,895,895,895,895,934
952,Roberto Aguayo,NE,14,28,K,K40,null,null,null,null,null,935
953,C.J. Prosise,TB,9,28,RB,RB154,null,null,null,null,null,936
954,Joe Schobert,PIT,7,29,ILB,LB73,2045,2045,2045,2045,2045,937
955,Andrew Billings,CLE,13,28,DT,DL96,954,954,954,954,954,938
956,Xavien Howard,MIA,14,29,CB,DB99,1517,1517,1517,1517,1517,939
957,Kamalei Correa,KC,12,28,OLB,LB74,null,null,null,null,null,940
958,Jihad Ward,JAX,7,28,OLB,LB75,1101,1101,1101,1101,1101,941
959,A'Shawn Robinson,LAR,11,27,DT,DL97,595,595,595,595,595,942
960,Jarran Reed,KC,12,30,DL,DL98,1075,1075,1075,1075,1075,943
961,Deion Jones,ATL,6,28,ILB,LB76,null,null,null,null,null,944
962,Mackensie Alexander,MIN,7,29,CB,DB100,2047,2047,2047,2047,2047,945
963,T.J. Green,ATL,6,27,FS,DB101,null,null,null,null,null,946
964,Sean Davis,IND,14,29,FS,DB102,null,null,null,null,null,947
965,Vonn Bell,CIN,10,28,S,DB103,629,629,629,629,629,948
966,James Bradberry,NYG,10,29,CB,DB104,984,984,984,984,984,949
967,Adam Gotsis,JAX,7,30,DL,DL99,1553,1553,1553,1553,1553,950
968,Kevin Byard,TEN,13,29,S,DB105,1114,1114,1114,1114,1114,951
969,Carl Nassib,LV,8,29,OLB,LB77,2051,2051,2051,2051,2051,952
970,Maliek Collins,HOU,10,27,DL,DL100,1211,1211,1211,1211,1211,953
971,Yannick Ngakoue,LV,8,27,DE,DL101,1528,1528,1528,1528,1528,954
972,Darian Thompson,DAL,7,29,SS,DB106,null,null,null,null,null,955
973,Jonathan Bullard,ATL,6,29,DL,DL102,1853,1853,1853,1853,1853,956
974,Shilique Calhoun,SF,6,30,DE,DL103,1378,1378,1378,1378,1378,957
975,Daryl Worley,ARI,12,28,CB,DB107,1995,1995,1995,1995,1995,958
976,Jordan Jenkins,HOU,10,28,DE,DL104,null,null,null,null,null,959
977,Kendall Fuller,WAS,9,28,CB,DB108,1123,1123,1123,1123,1123,960
978,Nick Vigil,MIN,7,29,ILB,LB78,1284,1284,1284,1284,1284,961
979,Kyler Fackrell,LAC,7,31,LB,LB79,1122,1122,1122,1122,1122,962
980,Javon Hargrave,PHI,14,30,DT,DL105,1022,1022,1022,1022,1022,963
981,Justin Simmons,DEN,11,29,S,DB109,1082,1082,1082,1082,1082,964
982,Sheldon Day,CLE,13,28,DT,DL106,1382,1382,1382,1382,1382,965
983,Tavon Young,BAL,8,28,DB,DB110,null,null,null,null,null,966
984,Eric Murray,HOU,10,29,DB,DB111,893,893,893,893,893,967
985,Chris Moore,HOU,10,29,WR,WR239,237,237,237,237,237,968
986,Miles Killebrew,PIT,7,29,S,DB112,1243,1243,1243,1243,1243,969
987,Nick Kwiatkoski,LV,8,29,ILB,LB80,1276,1276,1276,1276,1276,970
988,De'Vondre Campbell,GB,13,29,LB,LB81,1769,1769,1769,1769,1769,971
989,Hassan Ridgeway,PHI,14,28,DL,DL107,950,950,950,950,950,972
990,Pharoh Cooper,JAX,7,28,WR,WR240,717,717,717,717,717,973
991,Juston Burris,CAR,13,29,S,DB113,988,988,988,988,988,974
992,David Onyemata,NO,6,30,DT,DL108,1825,1825,1825,1825,1825,975
993,Deon Bush,CHI,10,29,DB,DB114,1766,1766,1766,1766,1766,976
994,Blake Martinez,NYG,10,29,LB,LB82,1296,1296,1296,1296,1296,977
995,Rashard Robinson,DAL,7,27,CB,DB115,1363,1363,1363,1363,1363,978
996,Dean Lowry,GB,13,28,DL,DL109,1816,1816,1816,1816,1816,979
997,Ronald Blair,NYJ,6,30,DE,DL110,null,null,null,null,null,980
998,Matthew Judon,NE,14,30,LB,LB83,1241,1241,1241,1241,1241,981
999,Quinton Jefferson,LV,8,29,DE,DL111,1324,1324,1324,1324,1324,982
1000,Matt Ioannidis,WAS,9,29,DT,DL112,1238,1238,1238,1238,1238,983
1001,Trevor Davis,WAS,9,29,WR,WR241,null,null,null,null,null,984
1002,DJ Reader,CIN,10,28,DT,DL113,639,639,639,639,639,985
1003,Marqui Christian,CHI,10,28,SS,DB116,null,null,null,null,null,986
1004,Temarrick Hemingway,WAS,9,29,TE,TE136,758,758,758,758,758,987
1005,DeAndre Houston-Carson,CHI,10,29,DB,DB117,1798,1798,1798,1798,1798,988
1006,Nate Sudfeld,SF,6,29,QB,QB88,566,566,566,566,566,989
1007,Anthony Brown,DAL,7,29,CB,DB118,970,970,970,970,970,990
1008,Blake Countess,PHI,14,29,SS,DB119,null,null,null,null,null,991
1009,Danny Vitale,NE,14,29,FB,RB155,null,null,null,null,null,992
1010,Anthony Zettel,SF,6,30,DE,DL114,null,null,null,null,null,993
1011,Jeff Driskel,HOU,10,29,QB,QB89,661,661,661,661,661,994
1012,Kamu Grugier-Hill,HOU,10,28,ILB,LB84,1127,1127,1127,1127,1127,995
1013,Maurice Canady,DAL,7,28,CB,DB120,1210,1210,1210,1210,1210,996
1014,Kavon Frazier,CIN,10,28,SS,DB121,null,null,null,null,null,997
1015,Elandon Roberts,MIA,14,28,LB,LB85,898,898,898,898,898,998
1016,Darius Jackson,HOU,10,29,RB,RB156,null,null,null,null,null,999
1017,Will Parks,KC,12,28,S,DB122,1504,1504,1504,1504,1504,1000
1018,Kevon Seymour,PHI,14,29,CB,DB123,1149,1149,1149,1149,1149,1001
1019,Stephen Weatherly,MIN,7,28,DE,DL115,null,null,null,null,null,1002
1020,Jalen Mills,NE,14,28,CB,DB124,1058,1058,1058,1058,1058,1003
1021,Jayron Kearse,DAL,7,29,S,DB125,785,785,785,785,785,1004
1022,Clayton Fejedelem,MIA,14,29,S,DB126,null,null,null,null,null,1005
1023,Tyler Matakevich,BUF,7,30,LB,LB86,1448,1448,1448,1448,1448,1006
1024,Joe Walker,WAS,9,30,ILB,LB87,1100,1100,1100,1100,1100,1007
1025,Jonathan Jones,NE,14,29,DB,DB127,1038,1038,1038,1038,1038,1008
1026,Cre'Von LeBlanc,MIA,14,28,CB,DB128,1530,1530,1530,1530,1530,1009
1027,Ken Crawley,NO,6,30,CB,DB129,2089,2089,2089,2089,2089,1010
1028,James Burgess Jr.,SF,6,29,ILB,LB88,null,null,null,null,null,1011
1029,Justin Zimmer,BUF,7,30,DT,DL116,null,null,null,null,null,1012
1030,Briean Boddy-Calhoun,SF,6,30,CB,DB130,null,null,null,null,null,1013
1031,Antwaun Woods,IND,14,30,DT,DL117,1969,1969,1969,1969,1969,1014
1032,Romeo Okwara,DET,9,27,DL,DL118,1359,1359,1359,1359,1359,1015
1033,Geronimo Allison,DET,9,29,WR,WR242,848,848,848,848,848,1016
1034,Jared Norris,WAS,9,29,ILB,LB89,null,null,null,null,null,1017
1035,Roy Robertson-Harris,JAX,7,29,DL,DL119,1362,1362,1362,1362,1362,1018
1036,Kevin Peterson,TEN,13,28,CB,DB131,null,null,null,null,null,1019
1037,Mike Hilton,CIN,10,29,CB,DB132,610,610,610,610,610,1020
1038,Jarrod Wilson,JAX,7,29,FS,DB133,1971,1971,1971,1971,1971,1021
